X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,speed
6.5749067,46.5421885,0,0,32,481.064,2020/07/27 20:04:14+00,,,,,,,,,,,,,,,,,4,,,,,
6.5749067,46.5421885,0,0,33,481.076,2020/07/27 20:04:16+00,,,,,,,,,,,,,,,,,4,,,,,
6.5749067,46.5421885,0,0,34,481.089,2020/07/27 20:04:18+00,,,,,,,,,,,,,,,,,4,,,,,
6.5749067,46.5421885,0,0,35,481.095,2020/07/27 20:04:19+00,,,,,,,,,,,,,,,,,4,,,,,
6.5749067,46.5421885,0,0,36,481.108,2020/07/27 20:04:21+00,,,,,,,,,,,,,,,,,4,,,,,
6.5749067,46.5421885,0,0,37,481.12,2020/07/27 20:04:23+00,,,,,,,,,,,,,,,,,6,,,,,
6.5749067,46.5421885,0,0,38,481.126,2020/07/27 20:04:24+00,,,,,,,,,,,,,,,,,6,,,,,
6.5749067,46.5421885,0,0,39,481.189,2020/07/27 20:04:26+00,,,,,,,,,,,,,,,,,4,,,,,
6.574916,46.5421767,0,0,40,481.33,2020/07/27 20:04:28+00,,,,,,,,,,,,,,,,,3,,,,,0.172
6.5749242,46.5421726,0,0,41,481.495,2020/07/27 20:04:30+00,,,,,,,,,,,,,,,,,3,,,,,0.165
6.5749221,46.5421721,0,0,42,481.505,2020/07/27 20:04:31+00,,,,,,,,,,,,,,,,,3,,,,,0.045
6.5749117,46.5421737,0,0,43,481.687,2020/07/27 20:04:33+00,,,,,,,,,,,,,,,,,3,,,,,0.357
6.5749114,46.5421823,0,0,44,481.781,2020/07/27 20:04:34+00,,,,,,,,,,,,,,,,,3,,,,,0.481
6.5749065,46.5421877,0,0,45,481.874,2020/07/27 20:04:35+00,,,,,,,,,,,,,,,,,3,,,,,0.4
6.5749145,46.5422018,0,0,46,481.959,2020/07/27 20:04:37+00,,,,,,,,,,,,,,,,,3,,,,,0.288
6.5749111,46.5422034,0,0,47,482.034,2020/07/27 20:04:38+00,,,,,,,,,,,,,,,,,4,,,,,0.256
6.5749135,46.5422054,0,0,48,482.098,2020/07/27 20:04:39+00,,,,,,,,,,,,,,,,,4,,,,,0.279
6.574909,46.5422101,0,0,49,482.183,2020/07/27 20:04:41+00,,,,,,,,,,,,,,,,,4,,,,,0.172
6.5749098,46.5422149,0,0,50,482.232,2020/07/27 20:04:42+00,,,,,,,,,,,,,,,,,4,,,,,0.207
6.5749176,46.5422284,0,0,51,482.307,2020/07/27 20:04:44+00,,,,,,,,,,,,,,,,,4,,,,,0.464
6.5749288,46.5422366,0,0,52,482.332,2020/07/27 20:04:45+00,,,,,,,,,,,,,,,,,4,,,,,0.498
6.5749392,46.5422407,0,0,53,482.355,2020/07/27 20:04:46+00,,,,,,,,,,,,,,,,,4,,,,,0.576
6.5749569,46.5422483,0,0,54,482.41,2020/07/27 20:04:48+00,,,,,,,,,,,,,,,,,4,,,,,0.737
6.5749707,46.5422585,0,0,55,482.457,2020/07/27 20:04:50+00,,,,,,,,,,,,,,,,,4,,,,,0.771
6.5749705,46.5422652,0,0,56,482.478,2020/07/27 20:04:51+00,,,,,,,,,,,,,,,,,4,,,,,0.759
6.5749714,46.5422775,0,0,57,482.507,2020/07/27 20:04:53+00,,,,,,,,,,,,,,,,,4,,,,,0.74
6.5749897,46.5422961,0,0,58,482.514,2020/07/27 20:04:55+00,,,,,,,,,,,,,,,,,4,,,,,0.717
6.5749984,46.5423042,0,0,59,482.512,2020/07/27 20:04:56+00,,,,,,,,,,,,,,,,,4,,,,,0.713
6.5750234,46.5423218,0,0,60,482.466,2020/07/27 20:04:58+00,,,,,,,,,,,,,,,,,4,,,,,0.543
6.5750307,46.5423296,0,0,61,482.432,2020/07/27 20:04:59+00,,,,,,,,,,,,,,,,,4,,,,,0.715
6.5750373,46.5423404,0,0,62,482.4,2020/07/27 20:05:00+00,,,,,,,,,,,,,,,,,4,,,,,0.835
6.5750542,46.5423605,0,0,63,482.325,2020/07/27 20:05:02+00,,,,,,,,,,,,,,,,,4,,,,,0.812
6.5750594,46.5423682,0,0,64,482.286,2020/07/27 20:05:03+00,,,,,,,,,,,,,,,,,4,,,,,0.602
6.5750679,46.5423802,0,0,65,482.222,2020/07/27 20:05:05+00,,,,,,,,,,,,,,,,,4,,,,,0.287
6.5750749,46.5423858,0,0,66,482.202,2020/07/27 20:05:07+00,,,,,,,,,,,,,,,,,4,,,,,0.048
6.5750737,46.5423861,0,0,67,482.197,2020/07/27 20:05:09+00,,,,,,,,,,,,,,,,,4,,,,,0.012
6.575073,46.5423865,0,0,68,482.159,2020/07/27 20:05:10+00,,,,,,,,,,,,,,,,,4,,,,,0.216
6.5750743,46.5423905,0,0,69,482.072,2020/07/27 20:05:12+00,,,,,,,,,,,,,,,,,4,,,,,0.235
6.5750874,46.5423988,0,0,70,481.971,2020/07/27 20:05:14+00,,,,,,,,,,,,,,,,,4,,,,,0.471
6.575094,46.5424028,0,0,71,481.918,2020/07/27 20:05:15+00,,,,,,,,,,,,,,,,,4,,,,,0.363
6.5750948,46.5424035,0,0,72,481.913,2020/07/27 20:05:16+00,,,,,,,,,,,,,,,,,4,,,,,0.237
6.5750952,46.542404,0,0,73,481.907,2020/07/27 20:05:17+00,,,,,,,,,,,,,,,,,4,,,,,0.014
6.5751046,46.5424101,0,0,74,481.817,2020/07/27 20:05:19+00,,,,,,,,,,,,,,,,,4,,,,,0.497
6.5751268,46.5424119,0,0,75,481.757,2020/07/27 20:05:21+00,,,,,,,,,,,,,,,,,4,,,,,0.426
6.5751428,46.5424095,0,0,76,481.755,2020/07/27 20:05:22+00,,,,,,,,,,,,,,,,,4,,,,,0.036
6.5751537,46.5424076,0,0,77,481.72,2020/07/27 20:05:23+00,,,,,,,,,,,,,,,,,4,,,,,0.306
6.5751596,46.5424059,0,0,78,481.713,2020/07/27 20:05:25+00,,,,,,,,,,,,,,,,,4,,,,,0.036
6.575171,46.5423998,0,0,79,481.672,2020/07/27 20:05:27+00,,,,,,,,,,,,,,,,,3,,,,,0.357
6.5751812,46.5423694,0,0,80,481.533,2020/07/27 20:05:29+00,,,,,,,,,,,,,,,,,3,,,,,0.629
6.5751855,46.5423521,0,0,81,481.432,2020/07/27 20:05:30+00,,,,,,,,,,,,,,,,,3,,,,,0.697
6.5751883,46.5423409,0,0,82,481.335,2020/07/27 20:05:31+00,,,,,,,,,,,,,,,,,3,,,,,0.717
6.5751812,46.5423194,0,0,83,481.126,2020/07/27 20:05:33+00,,,,,,,,,,,,,,,,,3,,,,,0.782
6.5751726,46.5423096,0,0,84,481.01,2020/07/27 20:05:34+00,,,,,,,,,,,,,,,,,3,,,,,0.837
6.5751536,46.5422885,0,0,85,480.795,2020/07/27 20:05:36+00,,,,,,,,,,,,,,,,,3,,,,,0.897
6.5751449,46.5422761,0,0,86,480.7,2020/07/27 20:05:37+00,,,,,,,,,,,,,,,,,3,,,,,0.953
6.5751249,46.5422476,0,0,87,480.494,2020/07/27 20:05:39+00,,,,,,,,,,,,,,,,,3,,,,,1.024
6.575112,46.5422243,0,0,88,480.279,2020/07/27 20:05:41+00,,,,,,,,,,,,,,,,,3,,,,,1.022
6.5751048,46.5422131,0,0,89,480.179,2020/07/27 20:05:42+00,,,,,,,,,,,,,,,,,3,,,,,1.018
6.5750959,46.5422021,0,0,90,480.082,2020/07/27 20:05:43+00,,,,,,,,,,,,,,,,,3,,,,,1.008
6.5750828,46.5421898,0,0,91,479.915,2020/07/27 20:05:45+00,,,,,,,,,,,,,,,,,3,,,,,0.994
6.5750674,46.542173,0,0,92,479.782,2020/07/27 20:05:47+00,,,,,,,,,,,,,,,,,3,,,,,0.974
6.5750494,46.5421607,0,0,93,479.671,2020/07/27 20:05:49+00,,,,,,,,,,,,,,,,,3,,,,,0.965
6.5750463,46.5421444,0,0,94,479.571,2020/07/27 20:05:51+00,,,,,,,,,,,,,,,,,3,,,,,0.952
6.5750456,46.5421381,0,0,95,479.521,2020/07/27 20:05:52+00,,,,,,,,,,,,,,,,,3,,,,,0.942
6.5750461,46.5421294,0,0,96,479.472,2020/07/27 20:05:53+00,,,,,,,,,,,,,,,,,3,,,,,0.915
6.5750462,46.5421185,0,0,97,479.387,2020/07/27 20:05:55+00,,,,,,,,,,,,,,,,,3,,,,,0.462
6.5750439,46.5421168,0,0,98,479.343,2020/07/27 20:05:57+00,,,,,,,,,,,,,,,,,3,,,,,0.329
6.5750478,46.5421143,0,0,99,479.305,2020/07/27 20:05:58+00,,,,,,,,,,,,,,,,,3,,,,,0.576
6.5750776,46.5420962,0,0,100,479.224,2020/07/27 20:06:00+00,,,,,,,,,,,,,,,,,3,,,,,0.869
6.5750897,46.5420893,0,0,101,479.183,2020/07/27 20:06:01+00,,,,,,,,,,,,,,,,,3,,,,,0.901
6.5751249,46.5420782,0,0,102,479.107,2020/07/27 20:06:03+00,,,,,,,,,,,,,,,,,3,,,,,0.947
6.5751623,46.5420666,0,0,103,479.042,2020/07/27 20:06:05+00,,,,,,,,,,,,,,,,,3,,,,,0.948
6.5751603,46.5420646,0,0,104,479.024,2020/07/27 20:06:06+00,,,,,,,,,,,,,,,,,3,,,,,0.947
6.5751752,46.5420588,0,0,105,479.006,2020/07/27 20:06:07+00,,,,,,,,,,,,,,,,,3,,,,,0.943
6.5752029,46.5420469,0,0,106,478.972,2020/07/27 20:06:09+00,,,,,,,,,,,,,,,,,3,,,,,0.943
6.5752302,46.5420342,0,0,107,478.937,2020/07/27 20:06:11+00,,,,,,,,,,,,,,,,,3,,,,,0.969
6.5752448,46.5420272,0,0,108,478.921,2020/07/27 20:06:12+00,,,,,,,,,,,,,,,,,3,,,,,0.974
6.5752707,46.5420156,0,0,109,478.89,2020/07/27 20:06:14+00,,,,,,,,,,,,,,,,,3,,,,,0.987
6.5752969,46.542007,0,0,110,478.87,2020/07/27 20:06:16+00,,,,,,,,,,,,,,,,,3,,,,,0.988
6.5753153,46.5420008,0,0,111,478.868,2020/07/27 20:06:17+00,,,,,,,,,,,,,,,,,3,,,,,0.985
6.5753459,46.5419882,0,0,112,478.877,2020/07/27 20:06:19+00,,,,,,,,,,,,,,,,,3,,,,,1
6.5753763,46.5419749,0,0,113,478.894,2020/07/27 20:06:21+00,,,,,,,,,,,,,,,,,3,,,,,1.024
6.5753859,46.5419703,0,0,114,478.907,2020/07/27 20:06:22+00,,,,,,,,,,,,,,,,,3,,,,,1.022
6.5753935,46.5419656,0,0,115,478.948,2020/07/27 20:06:24+00,,,,,,,,,,,,,,,,,3,,,,,1.013
6.5754183,46.541961,0,0,116,478.995,2020/07/27 20:06:26+00,,,,,,,,,,,,,,,,,3,,,,,1.002
6.5754218,46.5419607,0,0,117,479.022,2020/07/27 20:06:27+00,,,,,,,,,,,,,,,,,3,,,,,0.996
6.5754373,46.5419567,0,0,118,479.048,2020/07/27 20:06:28+00,,,,,,,,,,,,,,,,,3,,,,,0.997
6.5754661,46.541951,0,0,119,479.1,2020/07/27 20:06:30+00,,,,,,,,,,,,,,,,,3,,,,,0.995
6.5754803,46.5419483,0,0,120,479.126,2020/07/27 20:06:31+00,,,,,,,,,,,,,,,,,3,,,,,0.987
6.5755003,46.5419436,0,0,121,479.176,2020/07/27 20:06:33+00,,,,,,,,,,,,,,,,,3,,,,,0.987
6.5755325,46.5419363,0,0,122,479.224,2020/07/27 20:06:35+00,,,,,,,,,,,,,,,,,3,,,,,0.97
6.5755497,46.5419312,0,0,123,479.249,2020/07/27 20:06:36+00,,,,,,,,,,,,,,,,,3,,,,,0.958
6.5755635,46.5419256,0,0,124,479.274,2020/07/27 20:06:37+00,,,,,,,,,,,,,,,,,3,,,,,0.95
6.5755952,46.5419135,0,0,125,479.323,2020/07/27 20:06:39+00,,,,,,,,,,,,,,,,,3,,,,,0.94
6.575626,46.5418982,0,0,126,479.367,2020/07/27 20:06:41+00,,,,,,,,,,,,,,,,,3,,,,,0.921
6.5756447,46.5418882,0,0,127,479.39,2020/07/27 20:06:42+00,,,,,,,,,,,,,,,,,3,,,,,0.917
6.5756669,46.5418818,0,0,128,479.411,2020/07/27 20:06:43+00,,,,,,,,,,,,,,,,,3,,,,,0.919
6.5756998,46.5418766,0,0,129,479.454,2020/07/27 20:06:45+00,,,,,,,,,,,,,,,,,3,,,,,0.909
6.5757271,46.5418649,0,0,130,479.499,2020/07/27 20:06:47+00,,,,,,,,,,,,,,,,,3,,,,,0.934
6.5757443,46.5418589,0,0,131,479.521,2020/07/27 20:06:48+00,,,,,,,,,,,,,,,,,3,,,,,0.948
6.5757621,46.5418521,0,0,132,479.543,2020/07/27 20:06:49+00,,,,,,,,,,,,,,,,,3,,,,,0.962
6.5757808,46.5418412,0,0,133,479.598,2020/07/27 20:06:51+00,,,,,,,,,,,,,,,,,3,,,,,0.999
6.5757894,46.5418371,0,0,134,479.63,2020/07/27 20:06:52+00,,,,,,,,,,,,,,,,,3,,,,,1.017
6.5758225,46.5418298,0,0,135,479.692,2020/07/27 20:06:54+00,,,,,,,,,,,,,,,,,3,,,,,1.026
6.5758426,46.5418241,0,0,136,479.723,2020/07/27 20:06:55+00,,,,,,,,,,,,,,,,,3,,,,,1.038
6.575879,46.5418085,0,0,137,479.782,2020/07/27 20:06:57+00,,,,,,,,,,,,,,,,,3,,,,,1.058
6.5759017,46.5417965,0,0,138,479.836,2020/07/27 20:06:59+00,,,,,,,,,,,,,,,,,3,,,,,1.029
6.575912,46.5417925,0,0,139,479.862,2020/07/27 20:07:00+00,,,,,,,,,,,,,,,,,3,,,,,1.028
6.5759405,46.5417833,0,0,140,479.912,2020/07/27 20:07:02+00,,,,,,,,,,,,,,,,,3,,,,,1.043
6.5759555,46.541779,0,0,141,479.937,2020/07/27 20:07:03+00,,,,,,,,,,,,,,,,,3,,,,,1.058
6.575987,46.541769,0,0,142,479.988,2020/07/27 20:07:05+00,,,,,,,,,,,,,,,,,3,,,,,1.083
6.5760025,46.5417624,0,0,143,480.014,2020/07/27 20:07:06+00,,,,,,,,,,,,,,,,,3,,,,,1.096
6.5760331,46.5417482,0,0,144,480.066,2020/07/27 20:07:08+00,,,,,,,,,,,,,,,,,3,,,,,1.107
6.5760572,46.5417393,0,0,145,480.116,2020/07/27 20:07:10+00,,,,,,,,,,,,,,,,,3,,,,,1.117
6.5760726,46.5417338,0,0,146,480.14,2020/07/27 20:07:11+00,,,,,,,,,,,,,,,,,3,,,,,1.103
6.5760968,46.5417264,0,0,147,480.191,2020/07/27 20:07:13+00,,,,,,,,,,,,,,,,,3,,,,,1.072
6.5761247,46.5417203,0,0,148,480.245,2020/07/27 20:07:15+00,,,,,,,,,,,,,,,,,3,,,,,1.066
6.5761438,46.5417147,0,0,149,480.308,2020/07/27 20:07:17+00,,,,,,,,,,,,,,,,,3,,,,,1.048
6.5761512,46.5417121,0,0,150,480.347,2020/07/27 20:07:18+00,,,,,,,,,,,,,,,,,3,,,,,1.043
6.5761852,46.5417016,0,0,151,480.427,2020/07/27 20:07:20+00,,,,,,,,,,,,,,,,,3,,,,,1.056
6.5762019,46.5416976,0,0,152,480.468,2020/07/27 20:07:21+00,,,,,,,,,,,,,,,,,3,,,,,1.076
6.5762192,46.541692,0,0,153,480.51,2020/07/27 20:07:22+00,,,,,,,,,,,,,,,,,3,,,,,1.096
6.5762527,46.5416828,0,0,154,480.595,2020/07/27 20:07:24+00,,,,,,,,,,,,,,,,,3,,,,,1.115
6.5762825,46.5416745,0,0,155,480.684,2020/07/27 20:07:26+00,,,,,,,,,,,,,,,,,3,,,,,1.157
6.5763008,46.5416691,0,0,156,480.729,2020/07/27 20:07:27+00,,,,,,,,,,,,,,,,,3,,,,,1.173
6.5763308,46.5416596,0,0,157,480.824,2020/07/27 20:07:29+00,,,,,,,,,,,,,,,,,3,,,,,1.177
6.5763452,46.5416556,0,0,158,480.873,2020/07/27 20:07:30+00,,,,,,,,,,,,,,,,,3,,,,,1.179
6.5763749,46.5416468,0,0,159,480.971,2020/07/27 20:07:32+00,,,,,,,,,,,,,,,,,3,,,,,1.17
6.5763789,46.5416447,0,0,160,481.022,2020/07/27 20:07:33+00,,,,,,,,,,,,,,,,,3,,,,,1.166
6.5764162,46.541632,0,0,161,481.124,2020/07/27 20:07:35+00,,,,,,,,,,,,,,,,,3,,,,,1.179
6.5764197,46.5416298,0,0,162,481.179,2020/07/27 20:07:36+00,,,,,,,,,,,,,,,,,3,,,,,1.183
6.5764367,46.5416236,0,0,163,481.299,2020/07/27 20:07:38+00,,,,,,,,,,,,,,,,,3,,,,,1.192
6.5764547,46.5416181,0,0,164,481.361,2020/07/27 20:07:39+00,,,,,,,,,,,,,,,,,3,,,,,1.196
6.576472,46.5416128,0,0,165,481.422,2020/07/27 20:07:40+00,,,,,,,,,,,,,,,,,3,,,,,1.204
6.5764815,46.5416091,0,0,166,481.549,2020/07/27 20:07:42+00,,,,,,,,,,,,,,,,,3,,,,,1.213
6.5764987,46.5416042,0,0,167,481.612,2020/07/27 20:07:43+00,,,,,,,,,,,,,,,,,3,,,,,1.208
6.5765152,46.5415999,0,0,168,481.675,2020/07/27 20:07:44+00,,,,,,,,,,,,,,,,,3,,,,,1.208
6.5765211,46.5415982,0,0,169,481.739,2020/07/27 20:07:45+00,,,,,,,,,,,,,,,,,3,,,,,1.212
6.5765414,46.5415926,0,0,170,481.802,2020/07/27 20:07:46+00,,,,,,,,,,,,,,,,,3,,,,,1.211
6.5765503,46.5415906,0,0,171,481.934,2020/07/27 20:07:48+00,,,,,,,,,,,,,,,,,3,,,,,1.192
6.5765667,46.5415872,0,0,172,482.068,2020/07/27 20:07:50+00,,,,,,,,,,,,,,,,,3,,,,,1.188
6.5765768,46.5415853,0,0,173,482.136,2020/07/27 20:07:51+00,,,,,,,,,,,,,,,,,3,,,,,1.183
6.5765956,46.5415817,0,0,174,482.202,2020/07/27 20:07:52+00,,,,,,,,,,,,,,,,,3,,,,,1.172
6.5766304,46.5415742,0,0,175,482.333,2020/07/27 20:07:54+00,,,,,,,,,,,,,,,,,3,,,,,1.161
6.5766593,46.5415669,0,0,176,482.464,2020/07/27 20:07:56+00,,,,,,,,,,,,,,,,,3,,,,,1.176
6.5766926,46.5415629,0,0,177,482.596,2020/07/27 20:07:58+00,,,,,,,,,,,,,,,,,3,,,,,1.174
6.5767151,46.5415735,0,0,178,482.724,2020/07/27 20:08:00+00,,,,,,,,,,,,,,,,,3,,,,,1.137
6.576727,46.5415842,0,0,179,482.788,2020/07/27 20:08:01+00,,,,,,,,,,,,,,,,,3,,,,,1.133
6.576738,46.5416106,0,0,180,482.912,2020/07/27 20:08:03+00,,,,,,,,,,,,,,,,,3,,,,,1.176
6.5767424,46.5416224,0,0,181,482.972,2020/07/27 20:08:04+00,,,,,,,,,,,,,,,,,3,,,,,1.209
6.5767478,46.5416455,0,0,182,483.091,2020/07/27 20:08:06+00,,,,,,,,,,,,,,,,,3,,,,,1.235
6.5767496,46.5416541,0,0,183,483.148,2020/07/27 20:08:07+00,,,,,,,,,,,,,,,,,3,,,,,1.231
6.5767514,46.5416768,0,0,184,483.259,2020/07/27 20:08:09+00,,,,,,,,,,,,,,,,,3,,,,,1.237
6.5767525,46.5416977,0,0,185,483.363,2020/07/27 20:08:11+00,,,,,,,,,,,,,,,,,3,,,,,1.232
6.5767526,46.5417091,0,0,186,483.413,2020/07/27 20:08:12+00,,,,,,,,,,,,,,,,,3,,,,,1.221
6.5767529,46.5417195,0,0,187,483.461,2020/07/27 20:08:13+00,,,,,,,,,,,,,,,,,3,,,,,1.21
6.576753,46.5417426,0,0,188,483.554,2020/07/27 20:08:15+00,,,,,,,,,,,,,,,,,3,,,,,1.211
6.5767529,46.5417548,0,0,189,483.599,2020/07/27 20:08:16+00,,,,,,,,,,,,,,,,,3,,,,,1.217
6.5767508,46.5417781,0,0,190,483.685,2020/07/27 20:08:18+00,,,,,,,,,,,,,,,,,3,,,,,1.215
6.5767445,46.54179,0,0,191,483.768,2020/07/27 20:08:20+00,,,,,,,,,,,,,,,,,3,,,,,0.727
6.5767427,46.5417883,0,0,192,483.808,2020/07/27 20:08:21+00,,,,,,,,,,,,,,,,,3,,,,,0.457
6.5767429,46.5417843,0,0,193,483.811,2020/07/27 20:08:22+00,,,,,,,,,,,,,,,,,3,,,,,0.283
6.5767427,46.5417846,0,0,194,483.819,2020/07/27 20:08:24+00,,,,,,,,,,,,,,,,,3,,,,,0.01
6.5767428,46.5417846,0,0,195,483.823,2020/07/27 20:08:25+00,,,,,,,,,,,,,,,,,3,,,,,0.012
6.5767428,46.5417845,0,0,196,483.831,2020/07/27 20:08:27+00,,,,,,,,,,,,,,,,,2,,,,,0.004
6.5767429,46.5417844,0,0,197,483.834,2020/07/27 20:08:28+00,,,,,,,,,,,,,,,,,2,,,,,0.019
6.5767425,46.5417842,0,0,198,483.874,2020/07/27 20:08:30+00,,,,,,,,,,,,,,,,,2,,,,,0.218
6.5767383,46.5417898,0,0,199,483.943,2020/07/27 20:08:32+00,,,,,,,,,,,,,,,,,2,,,,,0.525
6.5767433,46.541795,0,0,200,483.975,2020/07/27 20:08:33+00,,,,,,,,,,,,,,,,,2,,,,,0.609
6.5767536,46.5417975,0,0,201,484.007,2020/07/27 20:08:34+00,,,,,,,,,,,,,,,,,3,,,,,0.641
6.5767602,46.5417906,0,0,202,484.068,2020/07/27 20:08:36+00,,,,,,,,,,,,,,,,,3,,,,,0.813
6.5767593,46.5417717,0,0,203,484.125,2020/07/27 20:08:38+00,,,,,,,,,,,,,,,,,3,,,,,0.933
6.5767648,46.541751,0,0,204,484.18,2020/07/27 20:08:40+00,,,,,,,,,,,,,,,,,3,,,,,0.992
6.5767665,46.5417371,0,0,205,484.207,2020/07/27 20:08:41+00,,,,,,,,,,,,,,,,,3,,,,,1.014
6.5767648,46.5417275,0,0,206,484.234,2020/07/27 20:08:42+00,,,,,,,,,,,,,,,,,2,,,,,1.031
6.5767629,46.5417159,0,0,207,484.26,2020/07/27 20:08:43+00,,,,,,,,,,,,,,,,,2,,,,,1.045
6.5767638,46.5416916,0,0,208,484.311,2020/07/27 20:08:45+00,,,,,,,,,,,,,,,,,2,,,,,1.073
6.5767653,46.5416799,0,0,209,484.335,2020/07/27 20:08:46+00,,,,,,,,,,,,,,,,,2,,,,,1.078
6.5767651,46.5416575,0,0,210,484.382,2020/07/27 20:08:48+00,,,,,,,,,,,,,,,,,2,,,,,1.095
6.5767627,46.5416445,0,0,211,484.404,2020/07/27 20:08:49+00,,,,,,,,,,,,,,,,,2,,,,,1.107
6.5767603,46.5416302,0,0,212,484.426,2020/07/27 20:08:50+00,,,,,,,,,,,,,,,,,2,,,,,1.118
6.5767536,46.541606,0,0,213,484.469,2020/07/27 20:08:52+00,,,,,,,,,,,,,,,,,2,,,,,1.146
6.5767512,46.5415813,0,0,214,484.51,2020/07/27 20:08:54+00,,,,,,,,,,,,,,,,,2,,,,,1.161
6.576754,46.5415525,0,0,215,484.55,2020/07/27 20:08:56+00,,,,,,,,,,,,,,,,,2,,,,,1.181
6.5767524,46.541525,0,0,216,484.588,2020/07/27 20:08:58+00,,,,,,,,,,,,,,,,,2,,,,,1.194
6.5767498,46.5415141,0,0,217,484.606,2020/07/27 20:08:59+00,,,,,,,,,,,,,,,,,2,,,,,1.195
6.5767547,46.5414893,0,0,218,484.639,2020/07/27 20:09:01+00,,,,,,,,,,,,,,,,,2,,,,,1.207
6.5767499,46.5414666,0,0,219,484.67,2020/07/27 20:09:03+00,,,,,,,,,,,,,,,,,2,,,,,1.22
