X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,speed
6.5750311,46.5423899,0,0,41,484.309,2020/07/27 11:50:36+00,,,,,,,,,,,,,,,,,4,,,,,1.075
6.5750382,46.5423982,0,0,42,484.316,2020/07/27 11:50:37+00,,,,,,,,,,,,,,,,,4,,,,,1.069
6.5750494,46.5424039,0,0,43,484.323,2020/07/27 11:50:39+00,,,,,,,,,,,,,,,,,4,,,,,1.008
6.5750691,46.542404,0,0,44,484.326,2020/07/27 11:50:41+00,,,,,,,,,,,,,,,,,4,,,,,0.581
6.5750722,46.5424036,0,0,45,484.326,2020/07/27 11:50:42+00,,,,,,,,,,,,,,,,,4,,,,,0.41
6.5750751,46.5424049,0,0,46,484.327,2020/07/27 11:50:44+00,,,,,,,,,,,,,,,,,3,,,,,0.25
6.5750754,46.5424043,0,0,47,484.327,2020/07/27 11:50:45+00,,,,,,,,,,,,,,,,,3,,,,,0.208
6.5750753,46.5424043,0,0,48,484.328,2020/07/27 11:50:46+00,,,,,,,,,,,,,,,,,3,,,,,0.184
6.5750782,46.542405,0,0,49,484.326,2020/07/27 11:50:48+00,,,,,,,,,,,,,,,,,3,,,,,0.177
6.5750827,46.5424022,0,0,50,484.322,2020/07/27 11:50:49+00,,,,,,,,,,,,,,,,,3,,,,,0.27
6.575088,46.5423949,0,0,51,484.314,2020/07/27 11:50:50+00,,,,,,,,,,,,,,,,,3,,,,,0.636
6.575091,46.5423744,0,0,52,484.291,2020/07/27 11:50:52+00,,,,,,,,,,,,,,,,,3,,,,,0.843
6.5751002,46.5423537,0,0,53,484.264,2020/07/27 11:50:54+00,,,,,,,,,,,,,,,,,3,,,,,0.994
6.5751039,46.542335,0,0,54,484.235,2020/07/27 11:50:56+00,,,,,,,,,,,,,,,,,3,,,,,0.999
6.5750953,46.5423303,0,0,55,484.22,2020/07/27 11:50:57+00,,,,,,,,,,,,,,,,,3,,,,,0.992
6.5750984,46.5423242,0,0,56,484.203,2020/07/27 11:50:58+00,,,,,,,,,,,,,,,,,3,,,,,1.002
6.5750885,46.5423104,0,0,57,484.17,2020/07/27 11:51:00+00,,,,,,,,,,,,,,,,,3,,,,,1.008
6.5750842,46.5423056,0,0,58,484.154,2020/07/27 11:51:01+00,,,,,,,,,,,,,,,,,3,,,,,0.994
6.5750763,46.542301,0,0,59,484.137,2020/07/27 11:51:02+00,,,,,,,,,,,,,,,,,3,,,,,0.985
6.5750713,46.5422788,0,0,60,484.1,2020/07/27 11:51:04+00,,,,,,,,,,,,,,,,,3,,,,,0.988
6.5750712,46.5422552,0,0,61,484.067,2020/07/27 11:51:06+00,,,,,,,,,,,,,,,,,3,,,,,0.965
6.5750653,46.5422451,0,0,62,484.052,2020/07/27 11:51:07+00,,,,,,,,,,,,,,,,,3,,,,,0.968
6.5750618,46.5422339,0,0,63,484.036,2020/07/27 11:51:08+00,,,,,,,,,,,,,,,,,3,,,,,0.98
6.5750406,46.5422157,0,0,64,484.005,2020/07/27 11:51:10+00,,,,,,,,,,,,,,,,,3,,,,,0.998
6.5750033,46.5422029,0,0,65,483.976,2020/07/27 11:51:12+00,,,,,,,,,,,,,,,,,3,,,,,1.061
6.5749967,46.5421945,0,0,66,483.962,2020/07/27 11:51:13+00,,,,,,,,,,,,,,,,,3,,,,,1.089
6.5749817,46.5421881,0,0,67,483.949,2020/07/27 11:51:14+00,,,,,,,,,,,,,,,,,3,,,,,1.109
6.5749712,46.542179,0,0,68,483.935,2020/07/27 11:51:15+00,,,,,,,,,,,,,,,,,3,,,,,1.101
6.5749831,46.5421725,0,0,69,483.921,2020/07/27 11:51:16+00,,,,,,,,,,,,,,,,,3,,,,,1.07
6.5749975,46.5421642,0,0,70,483.891,2020/07/27 11:51:18+00,,,,,,,,,,,,,,,,,3,,,,,0.62
6.5749994,46.5421532,0,0,71,483.858,2020/07/27 11:51:20+00,,,,,,,,,,,,,,,,,3,,,,,0.482
6.5750054,46.5421401,0,0,72,483.826,2020/07/27 11:51:22+00,,,,,,,,,,,,,,,,,3,,,,,0.443
6.575026,46.5421257,0,0,73,483.797,2020/07/27 11:51:24+00,,,,,,,,,,,,,,,,,3,,,,,0.744
6.575036,46.5421175,0,0,74,483.785,2020/07/27 11:51:25+00,,,,,,,,,,,,,,,,,3,,,,,0.846
6.5750607,46.5420976,0,0,75,483.761,2020/07/27 11:51:27+00,,,,,,,,,,,,,,,,,3,,,,,0.882
6.5750704,46.542089,0,0,76,483.749,2020/07/27 11:51:28+00,,,,,,,,,,,,,,,,,3,,,,,0.93
6.5751056,46.5420716,0,0,77,483.727,2020/07/27 11:51:30+00,,,,,,,,,,,,,,,,,3,,,,,0.965
6.5751253,46.542063,0,0,78,483.718,2020/07/27 11:51:31+00,,,,,,,,,,,,,,,,,3,,,,,0.98
6.5751546,46.5420499,0,0,79,483.699,2020/07/27 11:51:33+00,,,,,,,,,,,,,,,,,3,,,,,0.991
6.5751702,46.5420467,0,0,80,483.69,2020/07/27 11:51:34+00,,,,,,,,,,,,,,,,,3,,,,,0.987
6.5751997,46.5420344,0,0,81,483.676,2020/07/27 11:51:36+00,,,,,,,,,,,,,,,,,3,,,,,0.991
6.5752248,46.5420205,0,0,82,483.662,2020/07/27 11:51:38+00,,,,,,,,,,,,,,,,,3,,,,,0.996
6.5752407,46.5420145,0,0,83,483.656,2020/07/27 11:51:39+00,,,,,,,,,,,,,,,,,3,,,,,1.001
6.5752757,46.5420111,0,0,84,483.644,2020/07/27 11:51:41+00,,,,,,,,,,,,,,,,,3,,,,,1.005
6.5752902,46.5420083,0,0,85,483.637,2020/07/27 11:51:42+00,,,,,,,,,,,,,,,,,3,,,,,1.009
6.5753159,46.5419977,0,0,86,483.625,2020/07/27 11:51:44+00,,,,,,,,,,,,,,,,,3,,,,,1.003
6.5753399,46.5419897,0,0,87,483.617,2020/07/27 11:51:46+00,,,,,,,,,,,,,,,,,3,,,,,0.999
6.5753673,46.541976,0,0,88,483.612,2020/07/27 11:51:48+00,,,,,,,,,,,,,,,,,3,,,,,1.017
6.5753816,46.5419693,0,0,89,483.609,2020/07/27 11:51:49+00,,,,,,,,,,,,,,,,,3,,,,,1.024
6.5754099,46.5419588,0,0,90,483.605,2020/07/27 11:51:51+00,,,,,,,,,,,,,,,,,3,,,,,1.014
6.5754243,46.5419529,0,0,91,483.604,2020/07/27 11:51:52+00,,,,,,,,,,,,,,,,,3,,,,,1.007
6.5754509,46.5419381,0,0,92,483.604,2020/07/27 11:51:54+00,,,,,,,,,,,,,,,,,3,,,,,1.012
6.5754638,46.5419306,0,0,93,483.604,2020/07/27 11:51:55+00,,,,,,,,,,,,,,,,,3,,,,,1.03
6.5755032,46.5419111,0,0,94,483.607,2020/07/27 11:51:57+00,,,,,,,,,,,,,,,,,3,,,,,1.099
6.5755177,46.5419036,0,0,95,483.608,2020/07/27 11:51:58+00,,,,,,,,,,,,,,,,,3,,,,,1.128
6.5755539,46.5418846,0,0,96,483.613,2020/07/27 11:52:00+00,,,,,,,,,,,,,,,,,3,,,,,1.18
6.575566,46.541877,0,0,97,483.616,2020/07/27 11:52:01+00,,,,,,,,,,,,,,,,,3,,,,,1.188
6.5755936,46.5418625,0,0,98,483.623,2020/07/27 11:52:03+00,,,,,,,,,,,,,,,,,3,,,,,1.171
6.5756149,46.5418534,0,0,99,483.63,2020/07/27 11:52:05+00,,,,,,,,,,,,,,,,,3,,,,,1.142
6.5756388,46.5418476,0,0,100,483.637,2020/07/27 11:52:07+00,,,,,,,,,,,,,,,,,3,,,,,1.103
6.5756525,46.5418422,0,0,101,483.641,2020/07/27 11:52:08+00,,,,,,,,,,,,,,,,,3,,,,,1.093
6.5756818,46.5418281,0,0,102,483.648,2020/07/27 11:52:10+00,,,,,,,,,,,,,,,,,3,,,,,1.076
6.5757203,46.5418228,0,0,103,483.656,2020/07/27 11:52:12+00,,,,,,,,,,,,,,,,,3,,,,,1.093
6.5757397,46.5418191,0,0,104,483.661,2020/07/27 11:52:13+00,,,,,,,,,,,,,,,,,3,,,,,1.102
6.5757852,46.5418127,0,0,105,483.669,2020/07/27 11:52:15+00,,,,,,,,,,,,,,,,,3,,,,,1.132
6.5758046,46.5418055,0,0,106,483.674,2020/07/27 11:52:16+00,,,,,,,,,,,,,,,,,3,,,,,1.144
6.5758219,46.5417954,0,0,107,483.68,2020/07/27 11:52:17+00,,,,,,,,,,,,,,,,,3,,,,,1.136
6.5758616,46.5417852,0,0,108,483.69,2020/07/27 11:52:19+00,,,,,,,,,,,,,,,,,3,,,,,1.141
6.5759077,46.5417778,0,0,109,483.699,2020/07/27 11:52:21+00,,,,,,,,,,,,,,,,,3,,,,,1.156
6.5759456,46.5417767,0,0,110,483.71,2020/07/27 11:52:23+00,,,,,,,,,,,,,,,,,3,,,,,1.173
6.5759683,46.5417727,0,0,111,483.717,2020/07/27 11:52:24+00,,,,,,,,,,,,,,,,,3,,,,,1.195
6.575985,46.5417639,0,0,112,483.724,2020/07/27 11:52:25+00,,,,,,,,,,,,,,,,,3,,,,,1.221
6.5760265,46.5417543,0,0,113,483.741,2020/07/27 11:52:27+00,,,,,,,,,,,,,,,,,3,,,,,1.246
6.5760449,46.5417514,0,0,114,483.751,2020/07/27 11:52:28+00,,,,,,,,,,,,,,,,,3,,,,,1.265
6.5760794,46.5417431,0,0,115,483.773,2020/07/27 11:52:30+00,,,,,,,,,,,,,,,,,3,,,,,1.279
6.5761135,46.5417368,0,0,116,483.795,2020/07/27 11:52:32+00,,,,,,,,,,,,,,,,,3,,,,,1.295
6.576148,46.541726,0,0,117,483.82,2020/07/27 11:52:34+00,,,,,,,,,,,,,,,,,3,,,,,1.311
6.5761633,46.5417217,0,0,118,483.833,2020/07/27 11:52:35+00,,,,,,,,,,,,,,,,,3,,,,,1.319
6.5761785,46.5417178,0,0,119,483.846,2020/07/27 11:52:36+00,,,,,,,,,,,,,,,,,3,,,,,1.327
6.5761942,46.5417129,0,0,120,483.86,2020/07/27 11:52:37+00,,,,,,,,,,,,,,,,,3,,,,,1.331
6.5762255,46.541699,0,0,121,483.89,2020/07/27 11:52:39+00,,,,,,,,,,,,,,,,,3,,,,,1.34
6.5762573,46.5416852,0,0,122,483.923,2020/07/27 11:52:41+00,,,,,,,,,,,,,,,,,3,,,,,1.336
6.576287,46.5416723,0,0,123,483.958,2020/07/27 11:52:43+00,,,,,,,,,,,,,,,,,3,,,,,1.345
6.5763052,46.5416663,0,0,124,483.975,2020/07/27 11:52:44+00,,,,,,,,,,,,,,,,,3,,,,,1.349
6.5763199,46.5416613,0,0,125,483.992,2020/07/27 11:52:45+00,,,,,,,,,,,,,,,,,3,,,,,1.354
6.5763506,46.5416519,0,0,126,484.028,2020/07/27 11:52:47+00,,,,,,,,,,,,,,,,,3,,,,,1.352
6.5763781,46.5416429,0,0,127,484.064,2020/07/27 11:52:49+00,,,,,,,,,,,,,,,,,3,,,,,1.352
6.5764072,46.541632,0,0,128,484.1,2020/07/27 11:52:51+00,,,,,,,,,,,,,,,,,3,,,,,1.352
6.5764206,46.541629,0,0,129,484.12,2020/07/27 11:52:52+00,,,,,,,,,,,,,,,,,3,,,,,1.347
6.5764515,46.5416186,0,0,130,484.161,2020/07/27 11:52:54+00,,,,,,,,,,,,,,,,,3,,,,,1.324
6.5764668,46.5416149,0,0,131,484.182,2020/07/27 11:52:55+00,,,,,,,,,,,,,,,,,3,,,,,1.322
6.5765021,46.5416026,0,0,132,484.226,2020/07/27 11:52:57+00,,,,,,,,,,,,,,,,,3,,,,,1.325
6.5765314,46.541591,0,0,133,484.27,2020/07/27 11:52:59+00,,,,,,,,,,,,,,,,,3,,,,,1.306
6.5765451,46.5415848,0,0,134,484.292,2020/07/27 11:53:00+00,,,,,,,,,,,,,,,,,3,,,,,1.299
6.5765612,46.5415788,0,0,135,484.314,2020/07/27 11:53:01+00,,,,,,,,,,,,,,,,,3,,,,,1.29
6.5765914,46.5415699,0,0,136,484.359,2020/07/27 11:53:03+00,,,,,,,,,,,,,,,,,3,,,,,1.269
6.5766205,46.5415585,0,0,137,484.404,2020/07/27 11:53:05+00,,,,,,,,,,,,,,,,,3,,,,,1.255
6.5766524,46.5415496,0,0,138,484.451,2020/07/27 11:53:07+00,,,,,,,,,,,,,,,,,3,,,,,1.251
6.5766811,46.5415464,0,0,139,484.498,2020/07/27 11:53:09+00,,,,,,,,,,,,,,,,,3,,,,,0.844
6.5766899,46.5415558,0,0,140,484.545,2020/07/27 11:53:11+00,,,,,,,,,,,,,,,,,3,,,,,0.74
6.5767003,46.5415749,0,0,141,484.592,2020/07/27 11:53:13+00,,,,,,,,,,,,,,,,,3,,,,,0.819
6.5767077,46.5415868,0,0,142,484.616,2020/07/27 11:53:14+00,,,,,,,,,,,,,,,,,3,,,,,0.854
6.5767128,46.5415976,0,0,143,484.639,2020/07/27 11:53:15+00,,,,,,,,,,,,,,,,,3,,,,,0.901
6.5767234,46.5416226,0,0,144,484.687,2020/07/27 11:53:17+00,,,,,,,,,,,,,,,,,3,,,,,0.991
6.5767285,46.5416359,0,0,145,484.712,2020/07/27 11:53:18+00,,,,,,,,,,,,,,,,,3,,,,,1.012
6.5767333,46.5416496,0,0,146,484.737,2020/07/27 11:53:19+00,,,,,,,,,,,,,,,,,3,,,,,1.033
6.5767378,46.5416647,0,0,147,484.762,2020/07/27 11:53:20+00,,,,,,,,,,,,,,,,,3,,,,,1.066
6.5767408,46.5416952,0,0,148,484.812,2020/07/27 11:53:22+00,,,,,,,,,,,,,,,,,3,,,,,1.127
6.5767434,46.5417095,0,0,149,484.838,2020/07/27 11:53:23+00,,,,,,,,,,,,,,,,,3,,,,,1.151
6.5767376,46.5417399,0,0,150,484.889,2020/07/27 11:53:25+00,,,,,,,,,,,,,,,,,3,,,,,1.181
6.5767297,46.5417612,0,0,151,484.94,2020/07/27 11:53:27+00,,,,,,,,,,,,,,,,,3,,,,,1.166
6.5767321,46.5417722,0,0,152,484.992,2020/07/27 11:53:29+00,,,,,,,,,,,,,,,,,3,,,,,0.475
6.5767327,46.5417734,0,0,153,484.994,2020/07/27 11:53:30+00,,,,,,,,,,,,,,,,,3,,,,,0.045
6.5767329,46.5417739,0,0,154,485,2020/07/27 11:53:32+00,,,,,,,,,,,,,,,,,3,,,,,0.008
6.5767332,46.541774,0,0,155,485.002,2020/07/27 11:53:33+00,,,,,,,,,,,,,,,,,3,,,,,0.011
6.5767338,46.5417743,0,0,156,485.007,2020/07/27 11:53:35+00,,,,,,,,,,,,,,,,,3,,,,,0.017
6.5767342,46.5417746,0,0,157,485.009,2020/07/27 11:53:36+00,,,,,,,,,,,,,,,,,3,,,,,0.008
6.5767347,46.5417746,0,0,158,485.012,2020/07/27 11:53:37+00,,,,,,,,,,,,,,,,,3,,,,,0.02
6.5767353,46.541775,0,0,159,485.014,2020/07/27 11:53:38+00,,,,,,,,,,,,,,,,,3,,,,,0.012
6.5767357,46.5417752,0,0,160,485.018,2020/07/27 11:53:40+00,,,,,,,,,,,,,,,,,3,,,,,0.027
6.576734,46.5417741,0,0,161,485.02,2020/07/27 11:53:41+00,,,,,,,,,,,,,,,,,3,,,,,0.062
6.5767299,46.541771,0,0,162,485.045,2020/07/27 11:53:43+00,,,,,,,,,,,,,,,,,3,,,,,0.433
6.5767291,46.5417667,0,0,163,485.069,2020/07/27 11:53:45+00,,,,,,,,,,,,,,,,,3,,,,,0.546
6.5767203,46.541737,0,0,164,485.113,2020/07/27 11:53:47+00,,,,,,,,,,,,,,,,,3,,,,,1.106
6.5767188,46.541725,0,0,165,485.134,2020/07/27 11:53:48+00,,,,,,,,,,,,,,,,,3,,,,,1.266
6.5767167,46.541699,0,0,166,485.174,2020/07/27 11:53:50+00,,,,,,,,,,,,,,,,,3,,,,,1.346
6.5767144,46.5416872,0,0,167,485.193,2020/07/27 11:53:51+00,,,,,,,,,,,,,,,,,3,,,,,1.358
6.5767109,46.5416748,0,0,168,485.212,2020/07/27 11:53:52+00,,,,,,,,,,,,,,,,,3,,,,,1.373
6.5767078,46.541662,0,0,169,485.229,2020/07/27 11:53:53+00,,,,,,,,,,,,,,,,,3,,,,,1.389
6.5767,46.5416353,0,0,170,485.263,2020/07/27 11:53:55+00,,,,,,,,,,,,,,,,,3,,,,,1.394
6.5767004,46.5416112,0,0,171,485.296,2020/07/27 11:53:57+00,,,,,,,,,,,,,,,,,3,,,,,1.368
6.576698,46.541601,0,0,172,485.312,2020/07/27 11:53:58+00,,,,,,,,,,,,,,,,,3,,,,,1.356
6.5766958,46.5415893,0,0,173,485.328,2020/07/27 11:53:59+00,,,,,,,,,,,,,,,,,3,,,,,1.342
6.5766925,46.5415665,0,0,174,485.358,2020/07/27 11:54:01+00,,,,,,,,,,,,,,,,,3,,,,,1.311
6.5766859,46.5415434,0,0,175,485.386,2020/07/27 11:54:03+00,,,,,,,,,,,,,,,,,3,,,,,1.288
6.5766852,46.5415113,0,0,176,485.415,2020/07/27 11:54:05+00,,,,,,,,,,,,,,,,,3,,,,,1.293
6.5766792,46.5414979,0,0,177,485.43,2020/07/27 11:54:06+00,,,,,,,,,,,,,,,,,3,,,,,1.306
6.5766827,46.5414811,0,0,178,485.445,2020/07/27 11:54:07+00,,,,,,,,,,,,,,,,,3,,,,,1.326
6.5766818,46.5414518,0,0,179,485.477,2020/07/27 11:54:09+00,,,,,,,,,,,,,,,,,3,,,,,1.342
6.5766829,46.5414375,0,0,180,485.493,2020/07/27 11:54:10+00,,,,,,,,,,,,,,,,,3,,,,,1.343
6.5766813,46.5414091,0,0,181,485.526,2020/07/27 11:54:12+00,,,,,,,,,,,,,,,,,3,,,,,1.357
6.5766758,46.5413816,0,0,182,485.559,2020/07/27 11:54:14+00,,,,,,,,,,,,,,,,,3,,,,,1.369
6.576673,46.5413695,0,0,183,485.576,2020/07/27 11:54:15+00,,,,,,,,,,,,,,,,,3,,,,,1.369
6.5766654,46.5413405,0,0,184,485.609,2020/07/27 11:54:17+00,,,,,,,,,,,,,,,,,3,,,,,1.392
6.5766611,46.5413304,0,0,185,485.625,2020/07/27 11:54:18+00,,,,,,,,,,,,,,,,,3,,,,,1.379
6.5766543,46.54132,0,0,186,485.642,2020/07/27 11:54:19+00,,,,,,,,,,,,,,,,,3,,,,,1.365
6.5766255,46.5413097,0,0,187,485.678,2020/07/27 11:54:21+00,,,,,,,,,,,,,,,,,3,,,,,1.35
6.5765955,46.5413178,0,0,188,485.717,2020/07/27 11:54:23+00,,,,,,,,,,,,,,,,,3,,,,,1.336
6.5765682,46.5413301,0,0,189,485.757,2020/07/27 11:54:25+00,,,,,,,,,,,,,,,,,3,,,,,1.303
6.5765581,46.5413339,0,0,190,485.777,2020/07/27 11:54:26+00,,,,,,,,,,,,,,,,,3,,,,,1.28
6.576548,46.5413384,0,0,191,485.796,2020/07/27 11:54:27+00,,,,,,,,,,,,,,,,,3,,,,,1.258
6.5765209,46.5413411,0,0,192,485.836,2020/07/27 11:54:29+00,,,,,,,,,,,,,,,,,3,,,,,1.227
6.5765056,46.5413425,0,0,193,485.856,2020/07/27 11:54:30+00,,,,,,,,,,,,,,,,,3,,,,,1.207
6.5764767,46.5413428,0,0,194,485.894,2020/07/27 11:54:32+00,,,,,,,,,,,,,,,,,3,,,,,1.186
6.5764179,46.541338,0,0,195,485.933,2020/07/27 11:54:34+00,,,,,,,,,,,,,,,,,3,,,,,1.209
6.5764006,46.5413402,0,0,196,485.952,2020/07/27 11:54:35+00,,,,,,,,,,,,,,,,,3,,,,,1.214
6.5763647,46.5413453,0,0,197,485.99,2020/07/27 11:54:37+00,,,,,,,,,,,,,,,,,3,,,,,1.231
6.5763176,46.5413444,0,0,198,486.029,2020/07/27 11:54:39+00,,,,,,,,,,,,,,,,,3,,,,,1.291
6.5762846,46.5413557,0,0,199,486.067,2020/07/27 11:54:41+00,,,,,,,,,,,,,,,,,3,,,,,1.325
6.5762704,46.5413622,0,0,200,486.086,2020/07/27 11:54:42+00,,,,,,,,,,,,,,,,,3,,,,,1.328
6.5762533,46.541367,0,0,201,486.105,2020/07/27 11:54:43+00,,,,,,,,,,,,,,,,,3,,,,,1.319
6.5762145,46.5413726,0,0,202,486.144,2020/07/27 11:54:45+00,,,,,,,,,,,,,,,,,3,,,,,1.309
6.5761798,46.5413816,0,0,203,486.184,2020/07/27 11:54:47+00,,,,,,,,,,,,,,,,,3,,,,,1.295
6.5761596,46.5413876,0,0,204,486.204,2020/07/27 11:54:48+00,,,,,,,,,,,,,,,,,3,,,,,1.287
6.5761288,46.5414006,0,0,205,486.244,2020/07/27 11:54:50+00,,,,,,,,,,,,,,,,,3,,,,,1.268
6.5761087,46.5414136,0,0,206,486.284,2020/07/27 11:54:52+00,,,,,,,,,,,,,,,,,3,,,,,1.248
6.5761018,46.5414199,0,0,207,486.303,2020/07/27 11:54:53+00,,,,,,,,,,,,,,,,,3,,,,,1.242
6.5760767,46.5414408,0,0,208,486.344,2020/07/27 11:54:55+00,,,,,,,,,,,,,,,,,3,,,,,1.251
6.5760585,46.5414487,0,0,209,486.364,2020/07/27 11:54:56+00,,,,,,,,,,,,,,,,,3,,,,,1.267
6.5760245,46.5414609,0,0,210,486.404,2020/07/27 11:54:58+00,,,,,,,,,,,,,,,,,3,,,,,1.297
6.5759873,46.5414713,0,0,211,486.446,2020/07/27 11:55:00+00,,,,,,,,,,,,,,,,,3,,,,,1.311
6.5759513,46.5414806,0,0,212,486.489,2020/07/27 11:55:02+00,,,,,,,,,,,,,,,,,3,,,,,1.284
6.5759205,46.541484,0,0,213,486.533,2020/07/27 11:55:04+00,,,,,,,,,,,,,,,,,3,,,,,1.256
6.5759059,46.5414879,0,0,214,486.555,2020/07/27 11:55:05+00,,,,,,,,,,,,,,,,,3,,,,,1.248
6.5758703,46.5414987,0,0,215,486.6,2020/07/27 11:55:07+00,,,,,,,,,,,,,,,,,3,,,,,1.239
6.575835,46.5415099,0,0,216,486.646,2020/07/27 11:55:09+00,,,,,,,,,,,,,,,,,3,,,,,1.228
6.5758219,46.5415163,0,0,217,486.668,2020/07/27 11:55:10+00,,,,,,,,,,,,,,,,,3,,,,,1.215
6.5757973,46.5415279,0,0,218,486.711,2020/07/27 11:55:12+00,,,,,,,,,,,,,,,,,3,,,,,1.189
6.575783,46.5415359,0,0,219,486.732,2020/07/27 11:55:13+00,,,,,,,,,,,,,,,,,3,,,,,1.183
